state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_DC,pp_stloc_raw_DC,pp_fed_raw_DC,pp_total_raw_DC,pp_site_stloc_raw_DC,pp_site_fed_raw_DC,pp_site_raw_DC,pp_centshare_stloc_raw_DC,pp_centshare_fed_raw_DC,pp_centshare_raw_DC,schoolstloc_raw_DC,schoolfed_raw_DC,schooltot_raw_DC,flag_NERDS,nces_locale,nces_charter,nces_freelunch,nces_reducedlunch,nces_poverty,nces_address,nces_city,nces_zip
DC,2023-2024,178,233,Academy of Hope Adult PCS,Academy of Hope Adult PCS,NA,NA,NA,NA,NA,NA,NA,840,15032.52738,741.8988095,15774.42619,15032.52738,741.8988095,15774.42619,0,0,0,12627323,623195,13250518,0,NA,NA,NA,NA,NA,NA,NA,NA
DC,2023-2024,155,217,Achievement Preparatory Academy PCS,Achievement Preparatory Academy PCS - Wahler Place Elementary School,1100072,1100072,NA,110007200473,323,PK-05,2,323,32877.95737,4264.958452,37142.91582,32877.95737,4264.958452,37142.91582,0,0,0,10619580.23,1377581.58,11997161.81,0,11-City: Large,1-Yes,NA,NA,NA,908 WAHLER PLACE SE,Washington,20032
DC,2023-2024,103,140,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Columbia Heights,1100054,1100054,NA,110005400304,123,PK-PK,1,123,25902.41463,3437.260163,29339.6748,20300.97561,3437.260163,23738.23577,5601.439024,0,5601.439024,3185997,422783,3608780,0,11-City: Large,1-Yes,NA,NA,NA,2750 14TH STREET NW,Washington,20009
DC,2023-2024,103,3072,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Douglas Knoll,1100054,1100054,NA,110005400447,51,PK-PK,1,51,26484.01961,3669.176471,30153.19608,20882.58824,3669.176471,24551.76471,5601.431373,0,5601.431373,1350685,187128,1537813,0,11-City: Large,1-Yes,NA,NA,NA,2017 SAVANNAH TERRACE SE,Washington,20020
DC,2023-2024,103,3073,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Lincoln Park,1100054,1100054,NA,110005400448,59,PK-PK,1,59,25337.54237,2772.135593,28109.67797,19736.10169,2772.135593,22508.23729,5601.440678,0,5601.440678,1494915,163556,1658471,0,11-City: Large,1-Yes,NA,NA,NA,138 12TH STREET NE,Washington,20002
DC,2023-2024,103,1137,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Oklahoma Avenue,1100054,1100054,NA,110005400435,160,PK-PK,1,160,32711.6125,3150.40625,35862.01875,27110.16875,3150.40625,30260.575,5601.44375,0,5601.44375,5233858,504065,5737923,0,11-City: Large,1-Yes,NA,NA,NA,330 21ST STREET NE,Washington,20002
DC,2023-2024,103,1069,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Parklands at THEARC,1100054,1100054,NA,110005400517,99,PK-PK,1,99,27656.56566,3538.454545,31195.0202,22055.12121,3538.454545,25593.57576,5601.444444,0,5601.444444,2738000,350307,3088307,0,11-City: Large,1-Yes,NA,NA,NA,1801 MISSISSIPPI AVENUE SE,Washington,20032
DC,2023-2024,103,141,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Southwest,1100054,1100054,NA,110005400413,84,PK-PK,1,84,33119.71429,3431.666667,36551.38095,27518.27381,3431.666667,30949.94048,5601.440476,0,5601.440476,2782056,288260,3070316,0,11-City: Large,1-Yes,NA,NA,NA,488 VIRGINIA AVENUE SW,Washington,20024
DC,2023-2024,168,3068,BASIS DC PCS,BASIS DC PCS,1100083,1100083,NA,110008300443,690,05-12,4,690,16981.08804,431.3042319,17412.39228,16981.08804,431.3042319,17412.39228,0,0,0,11716950.75,297599.92,12014550.67,0,11-City: Large,1-Yes,NA,NA,NA,410 8TH STREET NW,Washington,20004
DC,2023-2024,189,289,Breakthrough Montessori PCS,Breakthrough Montessori PCS,1100104,1100104,NA,110010400507,369,PK-06,2,369,26417.23306,1127.864499,27545.09756,26417.23306,1127.864499,27545.09756,0,0,0,9747959,416182,10164141,0,11-City: Large,1-Yes,NA,NA,NA,6923 WILLOW STREET NW,Washington,20012
DC,2023-2024,107,142,Bridges PCS,Bridges PCS,1100055,1100055,NA,110005500305,365,PK-05,2,365,30604.23671,4177.294274,34781.53099,30604.23671,4177.294274,34781.53099,0,0,0,11170546.4,1524712.41,12695258.81,0,11-City: Large,1-Yes,NA,NA,NA,100 GALLATIN STREET NE,Washington,20011
DC,2023-2024,119,126,Briya PCS,Briya PCS,NA,NA,NA,NA,NA,NA,NA,763,19003.90744,816.6416514,19820.5491,19003.90744,816.6416514,19820.5491,0,0,0,14499981.38,623097.58,15123078.96,0,NA,NA,NA,NA,NA,NA,NA,NA
DC,2023-2024,108,1207,Capital City PCS,Capital City PCS - High School,1100035,1100035,NA,110003500475,350,09-12,4,350,29348.68286,3360.649171,32709.33203,23256.61763,3166.832886,26423.45051,6092.065229,193.8162857,6285.881514,10272039,1176227.21,11448266.21,0,11-City: Large,1-Yes,NA,NA,NA,100 PEABODY STREET NW,Washington,20011
DC,2023-2024,108,184,Capital City PCS,Capital City PCS - Lower School,1100035,1100035,NA,110003500253,326,PK-04,2,326,29348.68288,3360.651656,32709.33454,23256.61764,3166.832883,26423.45052,6092.065245,193.818773,6285.884018,9567670.62,1095572.44,10663243.06,0,11-City: Large,1-Yes,NA,NA,NA,100 PEABODY STREET NW,Washington,20011
DC,2023-2024,108,182,Capital City PCS,Capital City PCS - Middle School,1100035,1100035,NA,110003500464,336,05-08,3,336,29348.68289,3360.649167,32709.33205,23256.61765,3166.832887,26423.45054,6092.065238,193.8162798,6285.881518,9861157.45,1129178.12,10990335.57,0,11-City: Large,1-Yes,NA,NA,NA,100 PEABODY STREET NW,Washington,20011
DC,2023-2024,334,1145,Capital Village PCS,Capital Village PCS,1100112,1100112,NA,110011200536,103,05-08,3,103,36988.70553,5573.845631,42562.55117,36988.70553,5573.845631,42562.55117,0,0,0,3809836.67,574106.1,4383942.77,1,11-City: Large,1-Yes,NA,NA,NA,705 EDGEWOOD STREET NE,Washington,20017
DC,2023-2024,162,1119,Carlos Rosario International PCS,Carlos Rosario International PCS,NA,NA,NA,NA,NA,NA,NA,2110,15971.03981,124.7668246,16095.80664,15971.03981,124.7668246,16095.80664,0,0,0,33698894,263258,33962152,0,NA,NA,NA,NA,NA,NA,NA,NA
DC,2023-2024,123,188,Cedar Tree Academy PCS,Cedar Tree Academy PCS,1100029,1100029,NA,110002900245,428,PK-02,2,428,24099.42322,3551.421075,27650.8443,24099.42322,3551.421075,27650.8443,0,0,0,10314553.14,1520008.22,11834561.36,0,11-City: Large,1-Yes,NA,NA,NA,701 HOWARD ROAD SE,Washington,20020
DC,2023-2024,156,1103,Center City PCS,Center City PCS - Brightwood,1100073,1100073,NA,110007300400,261,PK-08,3,261,22811.94264,4846.197088,27658.13973,12918.18705,3634.647816,16552.83487,9893.755594,1211.549272,11105.30487,5953917.03,1264857.44,7218774.47,0,11-City: Large,1-Yes,NA,NA,NA,6008 GEORGIA AVENUE NW,Washington,20011
DC,2023-2024,156,1104,Center City PCS,Center City PCS - Capitol Hill,1100073,1100073,NA,110007300393,215,PK-08,3,215,24137.92037,4846.19707,28984.11744,14194.74833,3634.647814,17829.39614,9943.172047,1211.549256,11154.7213,5189652.88,1041932.37,6231585.25,0,11-City: Large,1-Yes,NA,NA,NA,1503 EAST CAPITOL STREET SE,Washington,20003
DC,2023-2024,156,1105,Center City PCS,Center City PCS - Congress Heights,1100073,1100073,NA,110007300412,243,PK-08,3,243,23419.31786,4846.197078,28265.51494,13508.4535,3634.647819,17143.10132,9910.864362,1211.549259,11122.41362,5690894.24,1177625.89,6868520.13,0,11-City: Large,1-Yes,NA,NA,NA,220 HIGHVIEW PLACE SE,Washington,20032
DC,2023-2024,156,1106,Center City PCS,Center City PCS - Petworth,1100073,1100073,NA,110007300395,242,PK-08,3,242,23087.42293,4846.197149,27933.62008,13175.53347,3634.647851,16810.18132,9911.889463,1211.549298,11123.43876,5587156.35,1172779.71,6759936.06,0,11-City: Large,1-Yes,NA,NA,NA,510 WEBSTER STREET NW,Washington,20011
DC,2023-2024,156,1107,Center City PCS,Center City PCS - Shaw,1100073,1100073,NA,110007300404,199,PK-08,3,199,25124.13266,4846.197136,29970.3298,15158.41719,3634.647839,18793.06503,9965.715477,1211.549296,11177.26477,4999702.4,964393.23,5964095.63,0,11-City: Large,1-Yes,NA,NA,NA,711 N STREET NW,Washington,20001
DC,2023-2024,156,1108,Center City PCS,Center City PCS - Trinidad,1100073,1100073,NA,110007300403,200,PK-08,3,200,27534.06965,4846.19715,32380.2668,17569.8688,3634.64785,21204.51665,9964.20085,1211.5493,11175.75015,5506813.93,969239.43,6476053.36,0,11-City: Large,1-Yes,NA,NA,NA,1217 WEST VIRGINIA AVENUE NE,Washington,20002
DC,2023-2024,109,109,Cesar Chavez PCS for Public Policy,Cesar Chavez Public Charter Schools for Public Policy,1100005,1100005,NA,110000500456,399,06-12,4,399,28995.79449,7046.015038,36041.80952,28995.79449,7046.015038,36041.80952,0,0,0,11569322,2811360,14380682,0,11-City: Large,1-Yes,NA,NA,NA,3701 HAYES STREET NE,Washington,20019
DC,2023-2024,176,216,Community College Preparatory Academy PCS,Community College Preparatory Academy PCS,NA,NA,NA,NA,NA,NA,NA,618,14535.80421,0,14535.80421,14535.80421,0,14535.80421,0,0,0,8983127,0,8983127,0,NA,NA,NA,NA,NA,NA,NA,NA
DC,2023-2024,169,3069,Creative Minds International PCS,Creative Minds International PCS,1100084,1100084,NA,110008400440,581,PK-08,3,581,31478.16179,2038.645439,33516.80723,31478.16179,2038.645439,33516.80723,0,0,0,18288812,1184453,19473265,0,11-City: Large,1-Yes,NA,NA,NA,3700 NORTH CAPITOL STREET NW,Washington,20011
DC,2023-2024,114,199,DC Bilingual PCS,DC Bilingual PCS,1100042,1100042,NA,110004200273,579,PK-05,2,579,27985.67839,2087.225527,30072.90392,27985.67839,2087.225527,30072.90392,0,0,0,16203707.79,1208503.58,17412211.37,0,11-City: Large,1-Yes,NA,NA,NA,33 RIGGS ROAD NE,Washington,20011
DC,2023-2024,4003,3149,DC Jail Education Program,DC Department of Corrections,1100119,1100119,NA,110011900781,41,09-12,4,41,0,0,0,0,0,0,0,0,0,0,0,0,1,11-City: Large,2-No,NA,NA,NA,1901 D Street SE,Washington,20003
DC,2023-2024,115,276,DC Prep PCS,DC Prep PCS - Anacostia Elementary School,1100048,1100048,NA,110004800501,423,PK-03,2,423,22372.0547,4619.836832,26991.89154,16849.15303,4616.741158,21465.89418,5522.901678,3.095673759,5525.997352,9463379.14,1954190.98,11417570.12,0,11-City: Large,1-Yes,NA,NA,NA,1409 V STREET SE,Washington,20020
DC,2023-2024,115,1151,DC Prep PCS,DC Prep PCS - Anacostia Middle School,1100048,1100048,NA,110004800532,265,04-07,3,265,27950.79,4956.435019,32907.22502,22427.88834,4953.339321,27381.22766,5522.90166,3.095698113,5525.997358,7406959.35,1313455.28,8720414.63,0,11-City: Large,1-Yes,NA,NA,NA,2330 POMEROY RD SE,Washington,20020
DC,2023-2024,115,1110,DC Prep PCS,DC Prep PCS - Benning Elementary School,1100048,1100048,NA,110004800387,425,PK-03,2,425,24209.81859,4559.421976,28769.24056,18686.91692,4556.326306,23243.24322,5522.901671,3.095670588,5525.997341,10289172.9,1937754.34,12226927.24,0,11-City: Large,1-Yes,NA,NA,NA,100 41ST STREET NE,Washington,20019
DC,2023-2024,115,218,DC Prep PCS,DC Prep PCS - Benning Middle School,1100048,1100048,NA,110004800474,311,04-08,3,311,22206.45193,4555.048746,26761.50068,16683.55026,4551.953055,21235.50331,5522.901672,3.095691318,5525.997363,6906206.55,1416620.16,8322826.71,0,11-City: Large,1-Yes,NA,NA,NA,100 41ST STREET NE,Washington,20019
DC,2023-2024,115,130,DC Prep PCS,DC Prep PCS - Edgewood Elementary School,1100048,1100048,NA,110004800388,420,PK-03,2,420,24528.50267,4388.246833,28916.7495,19005.601,4385.151143,23390.75214,5522.901667,3.095690476,5525.997357,10301971.12,1843063.67,12145034.79,0,11-City: Large,1-Yes,NA,NA,NA,707 EDGEWOOD STREET NE,Washington,20017
DC,2023-2024,115,196,DC Prep PCS,DC Prep PCS - Edgewood Middle School,1100048,1100048,NA,110004800277,300,04-08,3,300,27669.2354,4514.885,32184.1204,22146.33373,4511.789333,26658.12307,5522.901667,3.095666667,5525.997333,8300770.62,1354465.5,9655236.12,0,11-City: Large,1-Yes,NA,NA,NA,701 EDGEWOOD STREET NE,Washington,20017
DC,2023-2024,170,3070,DC Scholars PCS,DC Scholars PCS,1100085,1100085,NA,110008500438,491,PK-08,3,491,21798.59387,4286.161324,26084.75519,21798.59387,4286.161324,26084.75519,0,0,0,10703109.59,2104505.21,12807614.8,0,11-City: Large,1-Yes,NA,NA,NA,5601 EAST CAPITOL STREET SE,Washington,20019
DC,2023-2024,359,1176,DC Wildflower PCS,DC Wildflower PCS - The Riverseed School,1100118,1100118,NA,110011800778,28,PK-K,1,28,40910.07143,13234.96429,54145.03571,40910.07143,13234.96429,54145.03571,0,0,0,1145482,370579,1516061,1,11-City: Large,1-Yes,NA,NA,NA,913 55TH ST NE,WASHINGTON,20019
DC,2023-2024,317,1212,Digital Pioneers Academy PCS,Digital Pioneers Academy PCS - Capitol Hill,1100109,1100109,NA,110010900544,287,09-11,4,287,29035.4992,3566.486028,32601.98523,29035.4992,3566.486028,32601.98523,0,0,0,8333188.27,1023581.49,9356769.76,0,11-City: Large,1-Yes,NA,NA,NA,709 12TH STREET SE,Washington,20003
DC,2023-2024,317,1038,Digital Pioneers Academy PCS,Digital Pioneers Academy PCS - Johenning,1100109,1100109,NA,110010900521,312,06-08,3,312,29035.4992,3566.486026,32601.98522,29035.4992,3566.486026,32601.98522,0,0,0,9059075.75,1112743.64,10171819.39,0,11-City: Large,1-Yes,NA,NA,NA,908 WAHLER PLACE SE,Washington,20032
DC,2023-2024,181,3145,District of Columbia International School,District of Columbia International Resolution School,1100097,1100097,NA,NA,NA,NA,NA,NA,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,1,NA,NA,NA,NA,NA,NA,NA,NA
DC,2023-2024,181,248,District of Columbia International School,District of Columbia International School,1100097,1100097,NA,110009700492,1619,06-12,4,1619,20386.0315,2329.794935,22715.82644,0,2329.794935,2329.794935,20386.0315,0,20386.0315,33004985,3771938,36776923,1,11-City: Large,1-Yes,NA,NA,NA,1400 MAIN DRIVE NW,Washington,20012
DC,2023-2024,1,203,District of Columbia Public Schools,Amidon-Bowen Elementary School,1100030,1100030,09200100130100,110003000121,365,PK-05,2,365,21325.13096,4401.45926,25726.59022,15660.19973,807.5187945,16467.71852,5664.931233,3593.940466,9258.871699,7783672.8,1606532.63,9390205.43,0,11-City: Large,2-No,NA,NA,NA,401 I St. SW,Washington,20024
DC,2023-2024,1,450,District of Columbia Public Schools,Anacostia High School,1100030,1100030,09200100130100,110003000085,244,09-12,4,244,41465.56762,5123.897582,46589.4652,35800.63639,1529.957131,37330.59352,5664.93123,3593.940451,9258.87168,10117598.5,1250231.01,11367829.51,1,11-City: Large,2-No,NA,NA,NA,1601 16th St. SE,Washington,20020
DC,2023-2024,1,452,District of Columbia Public Schools,Ballou High School,1100030,1100030,09200100130100,110003000084,585,09-12,4,585,29840.82209,4746.675026,34587.49711,24175.89084,1152.734564,25328.6254,5664.931248,3593.940462,9258.871709,17456880.92,2776804.89,20233685.81,0,11-City: Large,2-No,NA,NA,NA,3401 4th St. SE,Washington,20032
DC,2023-2024,1,462,District of Columbia Public Schools,Ballou STAY High School,1100030,1100030,09200100130100,110003000207,294,09-12,4,453,21139.2111,3828.091082,24967.30219,15474.27987,234.1506181,15708.43049,5664.931236,3593.940464,9258.8717,9576062.63,1734125.26,11310187.89,1,11-City: Large,2-No,NA,NA,NA,3401 4th St. SE,Washington,20032
DC,2023-2024,1,204,District of Columbia Public Schools,Bancroft Elementary School,1100030,1100030,09200100130100,110003000120,768,PK-05,2,768,21673.61559,3837.150977,25510.76656,16008.68435,243.2105208,16251.89487,5664.931237,3593.940456,9258.871693,16645336.77,2946931.95,19592268.72,0,11-City: Large,2-No,NA,NA,NA,1755 Newton St. NW,Washington,20010
DC,2023-2024,1,1058,District of Columbia Public Schools,Bard High School Early College DC (Bard DC),1100030,1100030,09200100130100,110003000529,369,09-12,4,369,23996.63,4409.35897,28405.98897,18331.69875,815.4185095,19147.11726,5664.931247,3593.940461,9258.871707,8854756.47,1627053.46,10481809.93,0,11-City: Large,2-No,NA,NA,NA,1351 Alabama Ave SE,Washington,20032
DC,2023-2024,1,205,District of Columbia Public Schools,Barnard Elementary School,1100030,1100030,09200100130100,110003000119,591,PK-05,2,591,22901.87262,4330.699763,27232.57239,17236.94139,736.7593063,17973.70069,5664.931235,3593.940457,9258.871692,13535006.72,2559443.56,16094450.28,0,11-City: Large,2-No,NA,NA,NA,430 Decatur St. NW,Washington,20011
DC,2023-2024,1,206,District of Columbia Public Schools,Beers Elementary School,1100030,1100030,09200100130100,110003000118,392,PK-05,2,392,29220.58551,4429.20977,33649.79528,23555.65426,835.2693112,24390.92357,5664.93125,3593.940459,9258.871709,11454469.52,1736250.23,13190719.75,0,11-City: Large,2-No,NA,NA,NA,3600 Alabama Ave. SE,Washington,20020
DC,2023-2024,1,402,District of Columbia Public Schools,Benjamin Banneker High School,1100030,1100030,09200100130100,110003000153,671,09-12,4,671,16838.11972,4233.399255,21071.51897,11173.18848,639.4587928,11812.64727,5664.931237,3593.940462,9258.871699,11298378.33,2840610.9,14138989.23,0,11-City: Large,2-No,NA,NA,NA,1600 9th St. NW,Washington,20001
DC,2023-2024,1,212,District of Columbia Public Schools,Brent Elementary School,1100030,1100030,09200100130100,110003000113,421,PK-05,2,421,19234.59126,3856.295439,23090.8867,13569.66002,262.3549881,13832.01501,5664.931235,3593.940451,9258.871686,8097762.92,1623500.38,9721263.3,0,11-City: Large,2-No,NA,NA,NA,301 North Carolina Ave. SE,Washington,20003
DC,2023-2024,1,213,District of Columbia Public Schools,Brightwood Elementary School,1100030,1100030,09200100130100,110003000112,603,PK-05,2,603,28762.09643,4092.452255,32854.54869,23097.16519,498.511791,23595.67698,5664.931244,3593.940464,9258.871708,17343544.15,2467748.71,19811292.86,0,11-City: Large,2-No,NA,NA,NA,1300 Nicholson St. NW,Washington,20011
DC,2023-2024,1,347,District of Columbia Public Schools,Brookland Middle School,1100030,1100030,09200100130100,110003000494,370,06-08,3,370,20564.46519,4628.422189,25192.88738,14899.53395,1034.48173,15934.01568,5664.931243,3593.940459,9258.871703,7608852.12,1712516.21,9321368.33,0,11-City: Large,2-No,NA,NA,NA,1150 Michigan Ave NE,Washington,20017
DC,2023-2024,1,404,District of Columbia Public Schools,Browne Education Campus,1100030,1100030,09200100130100,110003000152,442,PK-08,3,442,23608.08914,4558.216516,28166.30566,17943.1579,964.2760633,18907.43396,5664.931244,3593.940452,9258.871697,10434775.4,2014731.7,12449507.1,0,11-City: Large,2-No,NA,NA,NA,810 26th St. NE,Washington,20002
DC,2023-2024,1,296,District of Columbia Public Schools,Bruce-Monroe Elementary School @ Park View,1100030,1100030,09200100130100,110003000110,436,PK-05,2,436,24854.93454,4404.4275,29259.36204,19190.0033,810.4870413,20000.49034,5664.931239,3593.940459,9258.871697,10836751.46,1920330.39,12757081.85,0,11-City: Large,2-No,NA,NA,NA,3560 Warder St. NW,Washington,20010
DC,2023-2024,1,219,District of Columbia Public Schools,Bunker Hill Elementary School,1100030,1100030,09200100130100,110003000111,206,PK-05,2,206,25165.34451,4897.873544,30063.21806,19500.41325,1303.933107,20804.34636,5664.931262,3593.940437,9258.871699,5184060.97,1008961.95,6193022.92,0,11-City: Large,2-No,NA,NA,NA,1401 Michigan Ave NE,Washington,20017
DC,2023-2024,1,220,District of Columbia Public Schools,Burroughs Elementary School,1100030,1100030,09200100130100,110003000107,297,PK-05,2,297,23518.98017,4574.738182,28093.71835,17854.04892,980.7977104,18834.84663,5664.931246,3593.940471,9258.871717,6985137.11,1358697.24,8343834.35,0,11-City: Large,2-No,NA,NA,NA,1820 Monroe St. NE,Washington,20018
DC,2023-2024,1,221,District of Columbia Public Schools,Burrville Elementary School,1100030,1100030,09200100130100,110003000106,236,PK-05,2,236,25083.56436,4776.670381,29860.23475,19418.63314,1182.729915,20601.36305,5664.931229,3593.940466,9258.871695,5919721.19,1127294.21,7047015.4,0,11-City: Large,2-No,NA,NA,NA,801 Division Ave. NE,Washington,20019
DC,2023-2024,1,247,District of Columbia Public Schools,C.W. Harris Elementary School,1100030,1100030,09200100130100,110003000185,261,PK-05,2,261,25237.30506,5259.749962,30497.05502,19572.37383,1665.809502,21238.18333,5664.931226,3593.94046,9258.871686,6586936.62,1372794.74,7959731.36,0,11-City: Large,2-No,NA,NA,NA,301 53rd St. SE,Washington,20019
DC,2023-2024,1,360,District of Columbia Public Schools,Capitol Hill Montessori School @ Logan,1100030,1100030,09200100130100,110003000446,488,PK-08,3,488,17438.89592,4024.584836,21463.48076,11773.96467,430.6443852,12204.60906,5664.93125,3593.940451,9258.871701,8510181.21,1963997.4,10474178.61,0,11-City: Large,2-No,NA,NA,NA,215 G St NE,Washington,20002
DC,2023-2024,1,454,District of Columbia Public Schools,Cardozo Education Campus,1100030,1100030,09200100130100,110003000082,706,06-12,4,706,28767.5068,4524.594363,33292.10116,23102.57555,930.6539093,24033.22946,5664.931246,3593.940453,9258.8717,20309859.8,3194363.62,23504223.42,0,11-City: Large,2-No,NA,NA,NA,1200 Clifton St. NW,Washington,20009
DC,2023-2024,1,958,District of Columbia Public Schools,Child and Family Services Regular Ed,1100030,1100030,NA,NA,NA,NA,NA,NA,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,1,NA,NA,NA,NA,NA,NA,NA,NA
DC,2023-2024,1,224,District of Columbia Public Schools,Cleveland Elementary School,1100030,1100030,09200100130100,110003000103,299,PK-05,2,299,23892.62328,4545.254515,28437.87779,18227.69204,951.3140468,19179.00609,5664.931237,3593.940468,9258.871706,7143894.36,1359031.1,8502925.46,0,11-City: Large,2-No,NA,NA,NA,1825 8th St. NW,Washington,20001
DC,2023-2024,1,442,District of Columbia Public Schools,Columbia Heights Education Campus,1100030,1100030,09200100130100,110003000396,1494,06-12,4,1494,26083.20005,4969.15488,31052.35493,20418.26881,1375.214418,21793.48323,5664.931245,3593.940462,9258.871707,38968300.88,7423917.39,46392218.27,0,11-City: Large,2-No,NA,NA,NA,3101 16th St. NW,Washington,20010
DC,2023-2024,1,455,District of Columbia Public Schools,Coolidge High School,1100030,1100030,09200100130100,110003000081,1093,09-12,4,1093,32573.94433,4282.428362,36856.37269,26909.01308,688.4879048,27597.50099,5664.931244,3593.940457,9258.871702,35603321.15,4680694.2,40284015.35,0,11-City: Large,2-No,NA,NA,NA,6315 5th St. NW,Washington,20011
